0, 1024, 0, 0, 0.010560, 2.010080, 0.596288
1, 1024, 1, 0, 0.010144, 0.284992, 0.015872
2, 1024, 2, 0, 0.016192, 0.281120, 0.016224
3, 1024, 3, 0, 0.007200, 0.281632, 0.016608
4, 1024, 4, 0, 0.010208, 0.280384, 0.015264
5, 1024, 5, 0, 0.010208, 0.302208, 0.015424
6, 1024, 6, 0, 0.007200, 0.280512, 0.016608
7, 1024, 7, 0, 0.010272, 0.281216, 0.016544
8, 1024, 8, 0, 0.007328, 0.280256, 0.016128
9, 1024, 9, 0, 0.010240, 0.284224, 0.016512
10, 1024, 10, 0, 0.010208, 0.285760, 0.015552
11, 1024, 11, 0, 0.007136, 0.280960, 0.016480
12, 1024, 12, 0, 0.010176, 0.290752, 0.015520
13, 1024, 13, 0, 0.007200, 0.277664, 0.015104
14, 1024, 14, 0, 0.010208, 0.285152, 0.016896
15, 1024, 15, 0, 0.010176, 0.287232, 0.016608
16, 1024, 16, 0, 0.007200, 0.284960, 0.015680
17, 1024, 17, 0, 0.012288, 0.286272, 0.015552
18, 1024, 18, 0, 0.007136, 0.284576, 0.016160
19, 1024, 19, 0, 0.010080, 0.283520, 0.015232
20, 1024, 20, 0, 0.010240, 0.278976, 0.015392
21, 1024, 21, 0, 0.007200, 0.271616, 0.016480
22, 1024, 22, 0, 0.010144, 0.279776, 0.016352
23, 1024, 23, 0, 0.010048, 0.280320, 0.016320
24, 1024, 24, 0, 0.007136, 0.279808, 0.016224
25, 1024, 25, 0, 0.010144, 0.281248, 0.016448
26, 1024, 26, 0, 0.007168, 0.277600, 0.015232
27, 1024, 27, 0, 0.010272, 0.282272, 0.015232
28, 1024, 28, 0, 0.011552, 0.284448, 0.015520
29, 1024, 29, 0, 0.007136, 0.280288, 0.016320
30, 1024, 30, 0, 0.010272, 0.280928, 0.016960
31, 1024, 31, 0, 0.007040, 0.280256, 0.016192
32, 1024, 32, 0, 0.010176, 0.279200, 0.016224
33, 1024, 33, 0, 0.010080, 0.280864, 0.016160
34, 1024, 34, 0, 0.007168, 0.282336, 0.014880
35, 1024, 35, 0, 0.010080, 0.279136, 0.014976
36, 1024, 36, 0, 0.007104, 0.279712, 0.016256
37, 1024, 37, 0, 0.010272, 0.285504, 0.016448
38, 1024, 38, 0, 0.010176, 0.292064, 0.016448
39, 1024, 39, 0, 0.007008, 0.285824, 0.021152
40, 1024, 40, 0, 0.010112, 0.284608, 0.016224
41, 1024, 41, 0, 0.011680, 0.282336, 0.015424
42, 1024, 42, 0, 0.007264, 0.280352, 0.015232
43, 1024, 43, 0, 0.010272, 0.279328, 0.016416
44, 1024, 44, 0, 0.007104, 0.280544, 0.016832
45, 1024, 45, 0, 0.010176, 0.282016, 0.016256
46, 1024, 46, 0, 0.010144, 0.287264, 0.016800
47, 1024, 47, 0, 0.007232, 0.286784, 0.015712
48, 1024, 48, 0, 0.010176, 0.275264, 0.015168
49, 1024, 49, 0, 0.007296, 0.284032, 0.015168
50, 1024, 50, 0, 0.010112, 0.285408, 0.016352
51, 1024, 51, 0, 0.010080, 0.281376, 0.016160
