0, 1024, 0, 2, 2, 0.004096, 1.973376, 0.467424
1, 1024, 1, 0, 0, 0.004128, 0.472544, 0.026304
2, 1024, 2, 0, 0, 0.004192, 0.473792, 0.025536
3, 1024, 3, 0, 0, 0.004096, 0.468416, 0.026144
4, 1024, 4, 0, 0, 0.003904, 0.482560, 0.025024
5, 1024, 5, 0, 0, 0.004224, 0.474592, 0.025952
6, 1024, 6, 3, 3, 0.004288, 0.463520, 0.026016
7, 1024, 7, 0, 0, 0.003968, 0.481408, 0.033728
8, 1024, 8, 1, 1, 0.004224, 0.463552, 0.026272
9, 1024, 9, 0, 0, 0.004064, 0.478848, 0.026336
10, 1024, 10, 2, 2, 0.004096, 0.480160, 0.024992
11, 1024, 11, 0, 0, 0.004384, 0.475968, 0.024768
12, 1024, 12, 1, 1, 0.004128, 0.473312, 0.026176
13, 1024, 13, 0, 0, 0.004192, 0.466528, 0.026080
14, 1024, 14, 2, 2, 0.004160, 0.464160, 0.026368
15, 1024, 15, 0, 0, 0.004064, 0.471040, 0.026272
16, 1024, 16, 0, 0, 0.004192, 0.475200, 0.025408
17, 1024, 17, 4, 4, 0.004192, 0.473856, 0.025088
18, 1024, 18, 1, 1, 0.004128, 0.476128, 0.025664
19, 1024, 19, 2, 2, 0.004416, 0.464768, 0.026176
20, 1024, 20, 0, 0, 0.004032, 0.470464, 0.026304
21, 1024, 21, 1, 1, 0.004064, 0.470624, 0.026208
22, 1024, 22, 0, 0, 0.004160, 0.469184, 0.026240
23, 1024, 23, 1, 1, 0.004000, 0.477952, 0.025312
24, 1024, 24, 0, 0, 0.004128, 0.476032, 0.025056
25, 1024, 25, 0, 0, 0.003936, 0.469664, 0.026176
26, 1024, 26, 1, 1, 0.004160, 0.464896, 0.026112
27, 1024, 27, 0, 0, 0.004416, 0.471904, 0.026112
28, 1024, 28, 0, 0, 0.004128, 0.466720, 0.026144
29, 1024, 29, 0, 0, 0.004288, 0.474432, 0.024736
30, 1024, 30, 0, 0, 0.004224, 0.482976, 0.025120
31, 1024, 31, 0, 0, 0.004096, 0.467840, 0.026112
32, 1024, 32, 0, 0, 0.004160, 0.472896, 0.025856
33, 1024, 33, 0, 0, 0.004128, 0.466848, 0.026112
34, 1024, 34, 1, 1, 0.004096, 0.462528, 0.026272
35, 1024, 35, 0, 0, 0.004160, 0.467360, 0.026304
36, 1024, 36, 0, 0, 0.004128, 0.472800, 0.024928
37, 1024, 37, 0, 0, 0.004128, 0.460800, 0.024896
38, 1024, 38, 0, 0, 0.004224, 0.479552, 0.026272
39, 1024, 39, 1, 1, 0.004032, 0.465856, 0.026560
40, 1024, 40, 0, 0, 0.004192, 0.464672, 0.026112
41, 1024, 41, 1, 1, 0.004032, 0.473696, 0.026144
42, 1024, 42, 0, 0, 0.004192, 0.471520, 0.024896
43, 1024, 43, 0, 0, 0.004352, 0.472096, 0.025024
44, 1024, 44, 1, 1, 0.002656, 0.484480, 0.025408
45, 1024, 45, 0, 0, 0.004192, 0.464224, 0.026336
46, 1024, 46, 0, 0, 0.004064, 0.467936, 0.026496
47, 1024, 47, 0, 0, 0.004096, 0.469952, 0.026208
48, 1024, 48, 3, 3, 0.004032, 0.468096, 0.026624
49, 1024, 49, 0, 0, 0.004064, 0.478848, 0.024960
50, 1024, 50, 0, 0, 0.004064, 0.479392, 0.025216
51, 1024, 51, 5, 5, 0.004416, 0.472896, 0.026208
52, 1024, 52, 0, 0, 0.004096, 0.465632, 0.026112
53, 1024, 53, 0, 0, 0.004192, 0.472832, 0.026304
54, 1024, 54, 1, 1, 0.004192, 0.472832, 0.025984
55, 1024, 55, 0, 0, 0.004384, 0.467840, 0.025344
56, 1024, 56, 0, 0, 0.004064, 0.482688, 0.024768
57, 1024, 57, 0, 0, 0.004064, 0.468224, 0.025984
58, 1024, 58, 0, 0, 0.004064, 0.463424, 0.026080
59, 1024, 59, 0, 0, 0.004832, 0.467072, 0.026112
60, 1024, 60, 3, 3, 0.004032, 0.478304, 0.026432
61, 1024, 61, 0, 0, 0.004224, 0.466176, 0.026016
62, 1024, 62, 4, 4, 0.004064, 0.469888, 0.024992
63, 1024, 63, 0, 0, 0.004192, 0.477344, 0.024928
64, 1024, 64, 1, 1, 0.004128, 0.469248, 0.026880
65, 1024, 65, 1, 1, 0.004128, 0.466336, 0.025888
66, 1024, 66, 1, 1, 0.004064, 0.470944, 0.026048
67, 1024, 67, 0, 0, 0.004096, 0.466240, 0.026208
68, 1024, 68, 0, 0, 0.004032, 0.476672, 0.025056
69, 1024, 69, 2, 2, 0.004064, 0.485824, 0.025888
70, 1024, 70, 0, 0, 0.004000, 0.466208, 0.025984
71, 1024, 71, 1, 1, 0.004128, 0.470304, 0.026720
72, 1024, 72, 0, 0, 0.004160, 0.478272, 0.026208
73, 1024, 73, 0, 0, 0.004064, 0.462464, 0.026176
74, 1024, 74, 1, 1, 0.003968, 0.474944, 0.031680
75, 1024, 75, 1, 1, 0.004288, 0.469600, 0.024768
76, 1024, 76, 0, 0, 0.004256, 0.474272, 0.026112
77, 1024, 77, 0, 0, 0.003968, 0.469568, 0.026432
78, 1024, 78, 1, 1, 0.004128, 0.466912, 0.026208
79, 1024, 79, 0, 0, 0.004096, 0.470432, 0.025248
80, 1024, 80, 0, 0, 0.004032, 0.467232, 0.026496
81, 1024, 81, 0, 0, 0.004192, 0.469888, 0.024832
82, 1024, 82, 0, 0, 0.004032, 0.484192, 0.024928
83, 1024, 83, 1, 1, 0.004160, 0.465856, 0.025984
84, 1024, 84, 0, 0, 0.004032, 0.465600, 0.026048
85, 1024, 85, 0, 0, 0.004064, 0.469056, 0.026144
86, 1024, 86, 1, 1, 0.004000, 0.464960, 0.026080
87, 1024, 87, 0, 0, 0.004064, 0.480480, 0.025216
88, 1024, 88, 0, 0, 0.004096, 0.477280, 0.024960
89, 1024, 89, 0, 0, 0.004032, 0.472032, 0.026016
90, 1024, 90, 0, 0, 0.004000, 0.467072, 0.025952
91, 1024, 91, 0, 0, 0.004416, 0.467040, 0.026016
92, 1024, 92, 1, 1, 0.004096, 0.471488, 0.026048
93, 1024, 93, 0, 0, 0.004160, 0.468512, 0.025984
94, 1024, 94, 0, 0, 0.004096, 0.467552, 0.025280
95, 1024, 95, 0, 0, 0.004096, 0.470848, 0.025088
96, 1024, 96, 3, 3, 0.004128, 0.467680, 0.026848
97, 1024, 97, 4, 4, 0.003936, 0.463776, 0.026112
98, 1024, 98, 0, 0, 0.004160, 0.474592, 0.026144
99, 1024, 99, 0, 0, 0.004064, 0.463968, 0.026240
100, 2048, 0, 0, 0, 0.006528, 0.474208, 0.026976
101, 2048, 1, 0, 0, 0.006528, 0.474592, 0.025984
102, 2048, 2, 1, 1, 0.006816, 0.481856, 0.027008
103, 2048, 3, 0, 0, 0.006528, 0.480512, 0.027392
104, 2048, 4, 0, 0, 0.006560, 0.469568, 0.027104
105, 2048, 5, 0, 0, 0.006624, 0.485408, 0.027072
106, 2048, 6, 0, 0, 0.006656, 0.482496, 0.025696
107, 2048, 7, 0, 0, 0.007072, 0.471584, 0.025952
108, 2048, 8, 0, 0, 0.006464, 0.485856, 0.026944
109, 2048, 9, 0, 0, 0.014912, 0.482208, 0.025824
110, 2048, 10, 0, 0, 0.006624, 0.471584, 0.027360
111, 2048, 11, 0, 0, 0.006528, 0.473536, 0.026944
112, 2048, 12, 0, 0, 0.006560, 0.470720, 0.026112
113, 2048, 13, 0, 0, 0.006592, 0.475200, 0.027168
114, 2048, 14, 0, 0, 0.006656, 0.475744, 0.027040
115, 2048, 15, 0, 0, 0.006560, 0.476864, 0.027072
116, 2048, 16, 1, 1, 0.006752, 0.472640, 0.027168
117, 2048, 17, 0, 0, 0.006688, 0.474592, 0.025952
118, 2048, 18, 0, 0, 0.006496, 0.485216, 0.025824
119, 2048, 19, 0, 0, 0.006528, 0.474240, 0.027552
120, 2048, 20, 0, 0, 0.006528, 0.483840, 0.027232
